Name;Age;Class;Ticket;Joined;Job;Fate;Sex
FORD, Mrs Margaret Ann Watson;54;3rd Class Passenger;"6608
£34 7s 6d";Southampton;Farmer  ;Dead;F
FOREMAN, Mr Benjamin Laventall;30;1st Class Passenger;"113051
£27 15s";Southampton; ;Dead;M
FORMAN, Mr J.;;"1st Class Passenger
Cross Channel Passenger";"85
£3";Southampton; ;Survivor;M
FORMAN, Mrs;;"1st Class Passenger
Cross Channel Passenger";"85
£3";Southampton; ;Survivor;F
FORTUNE, Miss Alice Elizabeth;24;1st Class Passenger;"19950
£263";Southampton; ;Survivor;F
FORTUNE, Miss Ethel Flora;28;1st Class Passenger;"19950
£263";Southampton; ;Survivor;F
FORTUNE, Miss Mabel Helen;23;1st Class Passenger;"19950
£263";Southampton; ;Survivor;F
FORTUNE, Mr Charles Alexander;19;1st Class Passenger;"19950
£263";Southampton; ;Dead;M
FORTUNE, Mr Mark;64;1st Class Passenger;"19950
£263";Southampton; ;Dead;M
FORTUNE, Mrs Mary;60;1st Class Passenger;"19950
£263";Southampton; ;Survivor;F
FORWARD, Mr James;27;Deck Crew;;Southampton;Able Seaman  ;Survivor;M
FOSTER, Mr Alfred Charles;37;Engineering Crew;;Belfast;Storekeeper (Engineering)  ;Dead;M
FOX, Mr Patrick;28;3rd Class Passenger;"368573
£7 15s";Queenstown;General Labourer  ;Dead;M
FOX, Mr Stanley Harrington;38;2nd Class Passenger;"229236
£13";Southampton;Businessman  ;Dead;M
FOX, Mr William Thomas;27;Victualling Crew;;Southampton;Steward  ;Dead;M
FRANCATELLI, Miss Laura Mabel;32;"1st Class Passenger
Servant";"17485
£56 18s 7d";Cherbourg;Secretary  ;Survivor;F
FRANKLIN, Mr Alan Vincent;28;Victualling Crew;;Southampton;Saloon Steward (2nd class)  ;Dead;M
FRANKLIN, Mr Thomas Parnham;37;1st Class Passenger;"113778
£26 11s";Southampton; ;Dead;M
FRASER, Mr J.;30;Engineering Crew;;Southampton;Fireman  ;Dead;M
FRASER, Mr James;30;Engineering Crew;;Belfast;Junior Assistant 3rd. Engineer  ;Dead;M
FRAUENTHAL, Dr Henry William;49;1st Class Passenger;"17611
£133 13s";Southampton;Doctor  ;Survivor;M
FRAUENTHAL, Mr Isaac Gerald;43;1st Class Passenger;"17765
£27 14s 5d";Cherbourg; ;Survivor;M
FRAUENTHAL, Mrs Clara;42;1st Class Passenger;"17611
£133 13s";Southampton; ;Survivor;F
FREDERICKS, Mr Walter Francis;21;Engineering Crew;;Southampton;Trimmer  ;Survivor;M
FREEMAN, Mr Ernest Edward Samuel;45;Victualling Crew;;Belfast;Deck Steward (1st Class) ;Dead;M
FROST, Mr Anthony Wood;39;"2nd Class Passenger
H&W Guarantee Group";239854;Belfast;Fitter  ;Dead;M
FRY, Mr Richard;39;"1st Class Passenger
Servant";112058;Southampton;Servant  ;Dead;M
FRYER, Mr Albert Ernest;29;Engineering Crew;;Southampton;Trimmer  ;Survivor;M
FRÖLICHER, Miss Hedwig Margaritha;22;1st Class Passenger;"13568
£49 10s";Cherbourg; ;Survivor;F
FRÖLICHER-STEHLI, Mr Maximilian Josef;60;1st Class Passenger;"13567
£79 4s";Cherbourg; ;Survivor;M
FRÖLICHER-STEHLI, Mrs Margaretha Emerentia;48;1st Class Passenger;"13567
£79 4s";Cherbourg; ;Survivor;F
FUNK, Miss Annie Clemmer;38;2nd Class Passenger;"237671
£13";Southampton;Missionary  ;Dead;F
FUTRELLE, Mr Jacques Heath;37;1st Class Passenger;"113803
£53 2s";Southampton;Writer  ;Dead;M
FUTRELLE, Mrs Lily May;35;1st Class Passenger;"113803
£53 2s";Southampton; ;Survivor;F
FYNNEY, Mr Joseph J.;36;2nd Class Passenger;"239865
£26";Southampton;Rubber Merchant  ;Dead;M
GALE, Mr Harry;38;2nd Class Passenger;"28664
£21";Southampton;Miner  ;Dead;M
GALE, Mr Shadrach;33;2nd Class Passenger;"28664
£21";Southampton;Miner  ;Dead;M
GALLAGHER, Mr Martin;29;3rd Class Passenger;"36864
£7 14s 10d";Queenstown;Farm Labourer  ;Dead;M
GAMBELL, Mr William;29;Engineering Crew;;Belfast;Greaser  ;Survivor;M
GARFIRTH, Mr John;23;3rd Class Passenger;"358585
£14 10s";Southampton;Shoemaker  ;Dead;M
GARSIDE, Miss Ethel;39;2nd Class Passenger;"243880
£13";Southampton; ;Survivor;F
GASKELL, Mr William Alfred;19;2nd Class Passenger;"239865
£26";Southampton;Cooper  ;Dead;M
GASS, Mr David;45;Engineering Crew;;Belfast;Fireman  ;Survivor;M
GATTI, Sig. Gaspare Antonio Pietro;37;Restaurant Staff;;Southampton;Ã  la Carte Restaurant Manager  ;Dead;M
GAVEY, Mr Laurence;26;2nd Class Passenger;"31028
£10 10s";Southampton; ;Dead;M
GEDDES, Mr Richard Charles;32;Victualling Crew;;Southampton;Bed Room Steward (1st class)  ;Dead;M
GEE, Mr Arthur H.;47;1st Class Passenger;"111320
£38 10s";Southampton; ;Dead;M
GEER, Mr Alfred Emest;26;Engineering Crew;;Southampton;Fireman  ;Dead;M
GEORGE/JOSEPH, Mrs Shawneene;38;3rd Class Passenger;"2688
£7 4s 7d";Cherbourg; ;Survivor;F
GERIOS THAMAH, Mr Assaf;21;3rd Class Passenger;"2692
£7 4s 6d";Cherbourg;Farm Labourer  ;Dead;M
GHEORGHEFF, Mr Stanio;;3rd Class Passenger;"349254
£7 17s 11d";Cherbourg;General Labourer  ;Dead;M
GIBBONS, Mr Jacob William;36;Victualling Crew;;Southampton;Second Class Steward  ;Survivor;M
GIBSON, Miss Dorothy Winifred;22;1st Class Passenger;"112378
£59 8s";Cherbourg; ;Survivor;F
GIBSON, Mr Thomas;20;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
GIBSON, Mr William;43;Engineering Crew;;Belfast;Greaser  ;Survivor;M
GIBSON, Mrs Pauline Caroline;44;1st Class Passenger;"112378
£59 8s";Cherbourg; ;Survivor;F
GIEGER, Miss Amalie;35;"1st Class Passenger
Servant";"113503
£211 10s";Southampton;Personal Maid  ;Survivor;F
GIGLIO, Mr Victor Gaitan Andrea;23;"1st Class Passenger
Servant";"17593
£79 4s";Cherbourg;Servant  ;Dead;M
GILARDINO, Sig. Vincenzo Pio;31;Restaurant Staff;;Southampton;Waiter  ;Dead;M
GILBERT, Mr William;47;2nd Class Passenger;"30769
£10 10s";Southampton; ;Dead;M
GILES, Mr Edgar;19;2nd Class Passenger;"28133
£11 10s";Southampton;Cab Driver  ;Dead;M
GILES, Mr Frederick Edward;21;2nd Class Passenger;"28134
£11 10s";Southampton;Bus Driver  ;Dead;M
GILES, Mr John Robert;32;Victualling Crew;;Southampton;2nd Baker  ;Dead;M
GILES, Mr Ralph;24;2nd Class Passenger;"248726
£13 10s";Southampton; ;Dead;M
GILINSKI, Mr Eliezer;23;3rd Class Passenger;"14973
£8 1s";Southampton;Locksmith  ;Dead;M
GILL, Mr John;24;2nd Class Passenger;"233866
£13";Southampton;Chauffeur  ;Dead;M
GILL, Mr Joseph Stanley;38;Victualling Crew;;Belfast;Bed Room Steward  ;Dead;M
GILL, Mr Patrick;38;Victualling Crew;;Southampton;Ship's Cook  ;Dead;M
GILLESPIE, Mr William Henry;31;2nd Class Passenger;"12233
£13";Southampton;Clerk  ;Dead;M
GILNAGH, Miss Katherine;17;3rd Class Passenger;"35851
£7 14s 8d";Queenstown; ;Survivor;F
GIVARD, Mr Hans Kristensen;30;2nd Class Passenger;"250646
£13";Southampton; ;Dead;M
GLYNN, Miss Mary Agatha;18;3rd Class Passenger;"335677
£7 15s";Queenstown; ;Survivor;F
GODLEY, Mr George Auguste;61;Engineering Crew;;Southampton;Fireman  ;Survivor;M
GODWIN, Mr Frederick Charles;36;Engineering Crew;;Southampton;Greaser  ;Dead;M
GOLD, Mrs Jane Kate Coulson;45;Victualling Crew;;Southampton;Stewardess  ;Survivor;F
GOLDENBERG, Mr Samuel L.;47;1st Class Passenger;"17453
£89 2s 1d";Cherbourg; ;Survivor;M
GOLDENBERG, Mrs Nella;40;1st Class Passenger;"17453
£89 2s 1d";Cherbourg; ;Survivor;F
GOLDER, Mr Martin William;32;Engineering Crew;;Southampton;Fireman  ;Dead;M
GOLDSCHMIDT, Mr George B.;71;1st Class Passenger;"17754
£34 13s 1d";Cherbourg;Lawyer  ;Dead;M
GOLDSMITH, Master Frank John William;9;3rd Class Passenger;"363291
£20 10s 6d";Southampton; ;Survivor;M
GOLDSMITH, Mr Frank John;33;3rd Class Passenger;"363291
£20 10s 6d";Southampton;Turner  ;Dead;M
GOLDSMITH, Mr Nathan;41;3rd Class Passenger;"3101263
£7 17s";Southampton;Shoemaker  ;Dead;M
GOLDSMITH, Mrs Emily Alice;31;3rd Class Passenger;"363291
£20 10s 6d";Southampton; ;Survivor;F
GOLLOP, Mr F.;28;Victualling Crew;;Southampton;Assistant Passage Cook  ;Dead;M
GOODWIN, Master Harold Victor;9;3rd Class Passenger;"2144
£46 18s";Southampton; ;Dead;M
GOODWIN, Master Sidney Leslie;1;3rd Class Passenger;"2144
£46 18s";Southampton; ;Dead;M
GOODWIN, Master William Frederick;13;3rd Class Passenger;"2144
£46 18s";Southampton; ;Dead;M
GOODWIN, Miss Jessie Allis Mary;12;3rd Class Passenger;"2144
£46 18s";Southampton; ;Dead;F
GOODWIN, Miss Lillian Augusta;16;3rd Class Passenger;"2144
£46 18s";Southampton;Servant  ;Dead;F
GOODWIN, Mr Charles Edward;14;3rd Class Passenger;"2144
£46 18s";Southampton;Scholar  ;Dead;M
GOODWIN, Mr Frederick Joseph;42;3rd Class Passenger;"2144
£46 18s";Southampton;Engineer  ;Dead;M
GOODWIN, Mrs Augusta;43;3rd Class Passenger;"2144
£46 18s";Southampton; ;Dead;F
GORDON, Mr J.;29;Engineering Crew;;Southampton;Trimmer  ;Dead;M
GOREE, Mr Frank;41;Engineering Crew;;Southampton;Greaser  ;Dead;M
GORMAN, Mr David;33;Engineering Crew;;Belfast;Fireman  ;Survivor;M
GOSHAWK, Mr Alfred James;40;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Dead;M
GOSLING, Mr Bertram James;22;Engineering Crew;;Southampton;Trimmer  ;Dead;M
GOSLING, Mr S.;26;Engineering Crew;;Southampton;Trimmer  ;Dead;M
GRACEY, Mr John;41;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
GRACIE, Colonel Archibald;53;1st Class Passenger;"113780
£28 10s";Southampton;Writer  ;Survivor;M
GRADIDGE, Mr Ernest Edward;22;Engineering Crew;;Southampton;Fireman  ;Dead;M
GRAHAM, Miss Margaret Edith;19;1st Class Passenger;"17582
£153 9s 3d";Southampton; ;Survivor;F
GRAHAM, Mr George Edward;38;1st Class Passenger;"112053
£30";Southampton;Sales Manager  ;Dead;M
GRAHAM, Mr Thomas Gibson;28;Engineering Crew;;Belfast;Fireman  ;Survivor;M
GRAHAM, Mrs Edith;59;1st Class Passenger;"17582
£153 9s 3d";Southampton; ;Survivor;F
GREEN, Mr George;41;3rd Class Passenger;"21440
£8 1s";Southampton;Farrier  ;Dead;M
GREEN, Mr George;20;Engineering Crew;;Southampton;Trimmer  ;Dead;M
GREENBERG, Mr Samuel;52;2nd Class Passenger;"250647
£13";Southampton; ;Dead;M
GREENFIELD, Mr William Bertram;23;1st Class Passenger;"17759
£63 7s 2d";Cherbourg; ;Survivor;M
GREENFIELD, Mrs Blanche;45;1st Class Passenger;"17759
£63 7s 2d";Cherbourg; ;Survivor;F
GREGG, Mr William;43;Engineering Crew;;Belfast;Fireman  ;Survivor;M
GREGORY, Mr David;43;Engineering Crew;;Southampton;Greaser  ;Dead;M
GREGSON, Miss Mary;45;Victualling Crew;;Southampton;Stewardess  ;Survivor;F
GROSCLAUDE, Mr GÃrald;24;Restaurant Staff;;Southampton;Waiter  ;Dead;M
GRØNNESTAD, Mr Daniel Danielsen;32;3rd Class Passenger;"8471
£8 6s 15d";Southampton;General Labourer  ;Dead;M
GUEST, Mr Charles Robert;25;3rd Class Passenger;"376563
£8 1s";Southampton;General Labourer  ;Dead;M
GUGGENHEIM, Mr Benjamin;46;1st Class Passenger;"17593
£79 4s";Cherbourg;Businessman  ;Dead;M
GUMERY, Mr George;24;Engineering Crew;;Southampton;Mess Steward  ;Dead;M
GUNN, Mr Joseph Alfred;30;Victualling Crew;;Southampton;Assistant Saloon Steward (2nd Class)  ;Dead;M
GUSTAFSSON, Mr Alfred Ossian;19;3rd Class Passenger;"7534
£9 16s 11d";Southampton;General Labourer  ;Dead;M
GUSTAFSSON, Mr Anders Vilhelm;37;3rd Class Passenger;"3101276
£7 18s 6d";Southampton;General Labourer  ;Dead;M
GUSTAFSSON, Mr Johan Birger;28;3rd Class Passenger;"3101277
£7 18s 6d";Southampton; ;Dead;M
GUSTAFSSON, Mr Karl Gideon;19;3rd Class Passenger;"347069
£7 15s 6d";Southampton;General Labourer  ;Dead;M
GUY, Mr Elgar John;29;Victualling Crew;;Southampton;Boots  ;Survivor;M
GWINN, Mr William Logan;37;Victualling Crew;;Southampton;Postal Clerk / Postman  ;Dead;M
HAAS, Miss Aloisia;24;3rd Class Passenger;"349236
£8 17s";Southampton;General Labourer  ;Dead;F
HADDOCK, Mr Herbert James;51;"Deck Crew
Titanic Officers";;Belfast;Master  ;Survivor;M
HADLEY, Mr John;50;Engineering Crew;;Belfast;Fireman  ;Survivor;M
HAGGAN, Mr John;35;Engineering Crew;;Belfast;Fireman  ;Survivor;M
HAGLAND, Mr Ingvald Olai Olsen;28;3rd Class Passenger;"65303
£6 19s 4d";Southampton;General Labourer  ;Dead;M
HAGLAND, Mr Konrad Mathias Reiersen;19;3rd Class Passenger;"65304
£6 19s 4d";Southampton;General Labourer  ;Dead;M
HAINES, Mr Albert;31;Deck Crew;;Belfast;Boatswain Mate  ;Survivor;M
HAKKARAINEN, Mr Pekka Pietari;28;3rd Class Passenger;"3101279
£15 17s";Southampton;General Labourer  ;Dead;M
HAKKARAINEN, Mrs Elin Matilda;24;3rd Class Passenger;"3101279
£15 17s";Southampton; ;Survivor;F
HALE, Mr John;25;Engineering Crew;;Belfast;Fireman  ;Survivor;M
HALE, Mr Reginald;30;2nd Class Passenger;"250653
£13";Southampton;Gardener  ;Dead;M
HALFORD, Mr Walter Stamford;22;Victualling Crew;;Southampton;Steward  ;Survivor;M
HALL, Mr Frank Alfred James;41;Victualling Crew;;Southampton;Scullion  ;Dead;M
HALL, Mr George;38;Engineering Crew;;Belfast;Fireman  ;Survivor;M
HALL, Mr J.;32;Engineering Crew;;Southampton;Fireman  ;Dead;M
HALLETT, Mr George Alexander;23;Engineering Crew;;Southampton;Fireman  ;Dead;M
HALPIN, Mr Joseph;24;Engineering Crew;;Belfast;Fireman  ;Survivor;M
HAMBLYN, Mr Ernest William;47;Victualling Crew;;Southampton;2nd Class Bedroom Steward  ;Dead;M
HAMILTON, Mr Ernest;25;Victualling Crew;;Belfast;Assistant Smoke Room Steward (1st class)  ;Dead;M
HAMILTON, Mr William J.;24;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
HAMPE, Mr LÃon JÃrome;19;3rd Class Passenger;"345769
£9 10s";Southampton;Painter & Decorator  ;Dead;M
HANDS, Mr Bernard;54;Engineering Crew;;Southampton;Fireman  ;Dead;M
HANLEY, Mr William;25;Engineering Crew;;Belfast;Fireman  ;Survivor;M
HANNA, Mr Boulos;18;3rd Class Passenger;"2664
£7 4s 6d";Cherbourg;General Labourer  ;Dead;M
HANNAM, Mr George;30;Engineering Crew;;Southampton;Fireman  ;Dead;M
HANSEN, Mr Claus Peter;41;3rd Class Passenger;"350026
£14 2s 2d";Southampton;Barber  ;Dead;M
HANSEN, Mr Henrik Juul;26;3rd Class Passenger;"350025
£7 17s 1d";Southampton;Farmer  ;Dead;M
HANSEN, Mr Henry Damsgaard;21;3rd Class Passenger;"350029
£7 17s 1d";Southampton;Manufacturer  ;Dead;M
HANSEN, Mrs Jennie Louise;45;3rd Class Passenger;"350026
£14 2s 2d";Southampton; ;Survivor;F
HARBECK, Mr William H.;45;2nd Class Passenger;"248746
£13";Southampton;Cinematographer  ;Dead;M
HARDER, Mr George Achilles;25;1st Class Passenger;"11765
£55 8s 10d";Cherbourg;Businessman  ;Survivor;M
HARDER, Mr William;39;Deck Crew;;Southampton;Window Cleaner  ;Survivor;M
HARDER, Mrs Dorothy;21;1st Class Passenger;"11765
£55 8s 10d";Cherbourg; ;Survivor;F
HARDING, Mr Alfred John;21;Victualling Crew;;Southampton;Assistant Pantry Steward (2nd class)  ;Dead;M
HARDWICK, Mr Reginald;21;Victualling Crew;;Southampton;Kitchen Porter  ;Survivor;M
HARDY, Mr John;40;Victualling Crew;;Belfast;Chief Second Class Steward  ;Survivor;M
HARGADON, Miss Catherine;17;3rd Class Passenger;"30631
£7 14s 8d";Queenstown;Cook  ;Dead;F
HARKIN, Mr Samuel;36;Engineering Crew;;Belfast;Fireman  ;Survivor;M
HARKNETT, Miss Alice Phoebe;21;3rd Class Passenger;"6609
£7 11s";Southampton;Domestic Kitchen Servant  ;Dead;F
HARMES, Mr Robert;31;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
HARPER, Miss Annie Jessie;6;2nd Class Passenger;"248727
£33";Southampton; ;Survivor;F
HARPER, Mr Henry Sleeper;48;1st Class Passenger;"17572
£76 14s 7d";Cherbourg;Of Independent Means  ;Survivor;M
HARPER, Mrs Myra Raymond;49;1st Class Passenger;"17572
£76 14s 7d";Cherbourg; ;Survivor;F
HARPER, Rev. John;39;2nd Class Passenger;"248727
£33";Southampton;Priest / Minister  ;Dead;M
HARRINGTON, Mr Charles Henry;37;"1st Class Passenger
Servant";"113796
£42 8s";Southampton;Servant  ;Dead;M
HARRIS, Mr Amos;24;Engineering Crew;;Southampton;Trimmer  ;Dead;M
HARRIS, Mr Charles William;19;Victualling Crew;;Southampton;Saloon Steward (2nd class)  ;Dead;M
HARRIS, Mr Clifford Henry;17;Victualling Crew;;Southampton;Bell Boy  ;Dead;M
HARRIS, Mr Edward John;29;Engineering Crew;;Southampton;Fireman  ;Dead;M
HARRIS, Mr Edward Matthew;17;Victualling Crew;;Southampton;Assistant Pantryman Steward (1st Class)  ;Dead;M
HARRIS, Mr Frederick;39;Engineering Crew;;Southampton;Fireman  ;Survivor;M
HARRIS, Mr George;62;2nd Class Passenger;"752
£10 10s";Southampton; ;Survivor;M
HARRIS, Mr Henry Birkhardt;45;1st Class Passenger;"36973
£83 9s 6d";Southampton;Theatre Manager  ;Dead;M
HARRIS, Mr Joseph;32;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
HARRIS, Mr Walter;45;2nd Class Passenger;"14208
£10 10s";Southampton; ;Dead;M
HARRIS, Mrs Irene;35;1st Class Passenger;"36973
£83 9s 6d";Southampton; ;Survivor;F
HARRISON, Mr AragÃµa Drummond;40;Victualling Crew;;Southampton;Saloon Steward (1st class)  ;Survivor;M
HARRISON, Mr Norman E.;38;Engineering Crew;;Belfast;Junior 2nd. Engineer  ;Dead;M
HARRISON, Mr William Henry;46;"1st Class Passenger
Servant";112059;Southampton;Secretary  ;Dead;M
HART, Miss Eva Miriam;7;2nd Class Passenger;"13529
£26 5s";Southampton; ;Survivor;F
HART, Mr Benjamin;47;2nd Class Passenger;"13529
£26 5s";Southampton;Builder  ;Dead;M
HART, Mr Henry;29;3rd Class Passenger;"394140
£6 17s 2d";Queenstown;General Labourer  ;Dead;M
HART, Mr James;54;Engineering Crew;;Southampton;Fireman  ;Dead;M
HART, Mr John Edward;32;Victualling Crew;;Southampton;Steward  ;Survivor;M
HART, Mrs Emily Esther Louisa;48;2nd Class Passenger;"13529
£26 5s";Southampton; ;Survivor;F
HARTLEY, Mr Wallace Henry;33;"2nd Class Passenger
Musician";250654;Southampton;Musician  ;Dead;M
HARTNELL, Mr Fred;21;Victualling Crew;;Southampton;Saloon Steward  ;Survivor;M
HARVEY, Mr Herbert Gifford;34;Engineering Crew;;Belfast;Junior Assistant 2nd. Engineer  ;Dead;M
HARVEY, Mr John;26;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
HASSAB, Mr Hammad;27;"1st Class Passenger
Servant";"17572
£76 14s 7d";Cherbourg;Servant  ;Survivor;M
HATCH, Mr Hugh;23;Victualling Crew;;Southampton;Scullion  ;Dead;M
HAWKESWORTH, Mr James;52;Victualling Crew;;Southampton;Saloon Steward (2nd class)  ;Dead;M
HAWKESWORTH, Mr William Walter;43;Victualling Crew;;Southampton;Deck Steward (1st class) ;Dead;M
HAWKSFORD, Mr Walter James;45;1st Class Passenger;"16988
£30";Southampton;Sales Manager  ;Survivor;M
HAYS, Miss Margaret Bechstein;24;1st Class Passenger;"11767
£83 3s 2d";Cherbourg; ;Survivor;F
HAYS, Mr Charles Melville;55;1st Class Passenger;"12749
£93 10s";Southampton;Businessman  ;Dead;M
HAYS, Mrs Clara Jennings;52;1st Class Passenger;"12749
£93 10s";Southampton; ;Survivor;F
HAYTER, Mr Arthur;45;Victualling Crew;;Belfast;Bed Room Steward  ;Dead;M
HEAD, Mr Alfred;24;Engineering Crew;;Southampton;Fireman  ;Dead;M
HEAD, Mr Christopher;42;1st Class Passenger;"113038
£42 10s";Southampton;Politician  ;Dead;M
HEALY, Miss Honor;33;3rd Class Passenger;"370375
£7 15s";Queenstown; ;Survivor;F
HEBB, Mr William Albert;22;Engineering Crew;;Southampton;Trimmer  ;Survivor;M
HEDDLES, Mr William;39;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
HEDLEY, Mr Robert;45;Victualling Crew;;Belfast;Room Attendant  ;Survivor;M
HEDMAN, Mr Oskar Arvid;27;3rd Class Passenger;"347089
£6 19s 6d";Southampton;Settler Recruiter  ;Survivor;M
HEE, Mr Ling;24;3rd Class Passenger;"1601
£56 9s 11d";Southampton;Seaman  ;Survivor;M
HEGARTY, Miss Hanora;20;3rd Class Passenger;"365226
£6 15s";Queenstown; ;Dead;F
HEIKKINEN, Miss Laina Maria;16;3rd Class Passenger;"3101282
£7 18s 6d";Southampton; ;Survivor;F
HEINEN, Mr Joseph Dominichus;30;Victualling Crew;;Southampton;Saloon Steward (2nd class)  ;Dead;M
HEININEN, Miss Wendla Maria;23;3rd Class Passenger;"3101290
£7 18s 6d";Southampton;Servant  ;Dead;F
HELLSTRÃM, Miss Hilda Maria;22;3rd Class Passenger;"7548
£8 19s 3d";Southampton; ;Survivor;F
HEMMING, Mr Samuel Ernest;43;Deck Crew;;Belfast;Lamp Trimmer  ;Survivor;M
HENDEKOVIC, Mr Ignjac;30;3rd Class Passenger;"349243
£7 17s 11d";Southampton;General Labourer  ;Dead;M
HENDRICKSON, Mr Charles Osker;28;Engineering Crew;;Southampton;Leading Fireman  ;Survivor;M
HENDY, Mr Edward Martin;40;Victualling Crew;;Belfast;Saloon Steward  ;Dead;M
